Date,Open,High,Low,Close,Change,Volume
3-Dec-19,"28,345.00","28,461.58","28,082.27","28,118.73",-152.72,"448,876,000"
2-Dec-19,"27,911.00","28,280.45","27,838.52","28,271.45",432.93,"557,307,584"
29-Nov-19,"27,519.00","27,926.85","27,439.12","27,838.52",399.4,"431,853,610"
28-Nov-19,"27,102.00","27,586.51","27,062.69","27,439.12",376.43,"348,526,983"
27-Nov-19,"26,855.00","27,062.69","26,742.80","27,062.69",257.23,"228,419,190"
26-Nov-19,"27,101.00","27,282.58","26,599.99","26,805.46",-257.15,"488,701,071"
25-Nov-19,"26,915.00","27,117.27","26,847.87","27,062.61",203.62,"241,536,062"
22-Nov-19,"26,419.00","26,880.31","26,308.34","26,858.99",488.55,"243,041,420"
21-Nov-19,"26,919.00","26,949.05","26,322.83","26,370.44",-526.36,"232,569,970"
20-Nov-19,"27,251.00","27,288.72","26,857.86","26,896.80",-330.13,"327,637,745"
19-Nov-19,"27,381.00","27,533.38","27,110.08","27,226.93",-21.46,"385,321,010"
18-Nov-19,"26,849.00","27,270.60","26,714.13","27,248.39",534.26,"466,079,440"
15-Nov-19,"26,471.00","26,747.40","26,439.91","26,714.13",274.22,"369,038,836"
14-Nov-19,"26,439.00","26,598.02","26,365.75","26,439.91",39.23,"336,365,941"
13-Nov-19,"26,219.00","26,444.70","26,031.62","26,400.68",223.41,"275,430,851"
12-Nov-19,"26,169.00","26,288.24","26,045.74","26,177.27",50.34,"292,060,810"
11-Nov-19,"25,824.00","26,164.38","25,730.62","26,126.93",396.31,"282,944,821"
8-Nov-19,"25,649.00","25,801.66","25,616.92","25,730.62",113.7,"210,573,470"
7-Nov-19,"25,599.00","25,664.90","25,376.36","25,616.92",65.73,"265,966,053"
6-Nov-19,"25,381.00","25,752.54","25,281.96","25,551.19",269.23,"297,635,200"
5-Nov-19,"25,269.00","25,378.25","25,190.76","25,281.96",90.19,"308,484,510"
4-Nov-19,"24,760.53","25,226.72","24,729.70","25,191.77",462.07,"207,782,700"
1-Nov-19,"24,719.00","24,850.76","24,602.34","24,729.70",30.92,"157,118,951"
31-Oct-19,"24,590.00","24,777.37","24,572.48","24,698.78",126.3,"183,976,532"
30-Oct-19,"24,519.00","24,602.32","24,408.51","24,572.48",71.98,"129,639,104"
29-Oct-19,"24,561.00","24,630.51","24,456.61","24,500.50",-43.28,"225,084,937"
28-Oct-19,"24,481.00","24,637.88","24,412.54","24,543.78",86.13,"135,633,699"
25-Oct-19,"24,551.00","24,659.29","24,408.93","24,457.65",-80.18,"170,857,654"
24-Oct-19,"24,329.00","24,546.58","24,298.67","24,537.83",233.71,"121,325,410"
23-Oct-19,"24,119.00","24,337.44","24,094.48","24,304.12",209.64,"116,944,630"
22-Oct-19,"24,010.00","24,115.16","23,906.37","24,094.48",109.97,"83,612,250"
21-Oct-19,"24,445.00","24,454.93","23,984.51","23,984.51",-469.32,"130,285,140"
18-Oct-19,"24,610.00","24,633.10","24,372.46","24,453.83",-136.16,"115,228,160"
17-Oct-19,"24,825.00","24,884.85","24,563.43","24,589.99",-223.34,"137,994,720"
16-Oct-19,"24,701.24","24,847.06","24,624.71","24,813.33",188.62,"151,367,050"
15-Oct-19,"24,691.00","24,714.70","24,534.71","24,624.71",-44.51,"156,402,300"
14-Oct-19,"24,819.00","24,958.54","24,632.58","24,669.22",-125.37,"137,932,650"
11-Oct-19,"24,611.00","24,971.13","24,574.58","24,794.59",220.01,"287,100,690"
10-Oct-19,"24,210.00","24,589.66","24,187.77","24,574.58",386.81,"261,561,220"
9-Oct-19,"24,181.00","24,231.93","24,074.71","24,187.77",37.06,"237,676,960"
8-Oct-19,"24,271.00","24,394.76","24,114.21","24,150.71",-97.51,"243,025,330"
7-Oct-19,"23,999.00","24,379.83","23,913.45","24,248.22",275.75,"392,157,620"
4-Oct-19,"23,819.00","23,979.27","23,778.75","23,972.47",177.91,"261,816,440"
3-Oct-19,"23,581.00","23,827.93","23,452.21","23,794.56",258.48,"324,260,250"
2-Oct-19,"23,519.00","23,570.06","23,436.02","23,536.08",35.84,"181,357,210"
1-Oct-19,"23,435.00","23,517.56","23,378.88","23,500.24",72.64,"180,728,940"
30-Sep-19,"23,469.00","23,594.84","23,328.83","23,427.60",-2.52,"166,047,260"
27-Sep-19,"23,120.00","23,437.71","23,054.98","23,430.12",346.87,"135,161,710"
26-Sep-19,"23,115.00","23,135.45","22,990.04","23,083.25",-25.11,"124,475,550"
25-Sep-19,"23,262.00","23,261.96","23,014.79","23,108.36",-134.13,"104,764,940"
24-Sep-19,"23,155.00","23,268.26","23,050.94","23,242.49",96.57,"88,807,620"
23-Sep-19,"23,371.00","23,403.49","23,121.78","23,145.92",-237.99,"86,617,880"
20-Sep-19,"23,452.00","23,527.84","23,348.20","23,383.91",-45.43,"153,277,640"
19-Sep-19,"23,151.00","23,452.69","23,090.39","23,429.34",306.21,"136,433,904"
18-Sep-19,"23,281.00","23,314.98","23,072.54","23,123.13",-191.85,"99,273,560"
17-Sep-19,"23,372.96","23,420.57","23,260.05","23,314.98",-19.17,"122,012,850"
16-Sep-19,"23,256.09","23,345.51","23,195.27","23,334.15",296.15,"104,605,660"
13-Sep-19,"23,089.29","23,107.54","22,934.99","23,038.00",-12.83,"103,093,650"
12-Sep-19,"22,726.68","23,210.19","22,726.68","23,050.83",321.23,"185,842,130"
11-Sep-19,"22,484.22","22,789.96","22,484.22","22,729.60",243.84,"99,661,930"
6-Sep-19,"22,309.49","22,550.41","22,222.56","22,485.76",179.41,"48,205,640"
5-Sep-19,"22,432.72","22,630.04","22,266.49","22,306.35",-38.96,"146,537,210"
4-Sep-19,"22,067.12","22,416.77","21,939.50","22,345.31",275.56,"128,886,530"
3-Sep-19,"22,249.92","22,336.18","22,007.60","22,069.75",-161.72,"64,038,930"
2-Sep-19,"22,068.14","22,289.01","22,031.57","22,231.47",224.35,"77,447,160"
30-Aug-19,"22,147.00","22,234.19","21,954.36","22,007.12",-150.08,"109,964,560"
29-Aug-19,"22,507.52","22,646.07","22,142.17","22,157.20",-383.75,"118,586,520"
28-Aug-19,"22,572.75","22,754.12","22,399.02","22,540.95",13.43,"149,013,370"
27-Aug-19,"22,503.29","22,565.18","22,144.74","22,527.67",-4.34,"119,772,950"
26-Aug-19,"22,903.40","22,908.49","22,454.55","22,532.01",-408.48,"122,081,010"
23-Aug-19,"23,207.25","23,298.52","22,883.36","22,940.49",-258.19,"230,725,160"
22-Aug-19,"22,657.21","23,211.02","22,657.21","23,198.68",626.3,"261,691,230"
21-Aug-19,"22,328.66","22,653.39","22,216.83","22,572.38",299.21,"134,564,460"
20-Aug-19,"21,845.76","22,295.70","21,845.76","22,273.17",466.35,"142,578,880"
19-Aug-19,"21,401.64","21,831.04","21,357.63","21,806.82",409.48,"102,515,220"
16-Aug-19,"21,751.03","21,751.03","21,356.80","21,397.34",-370.35,"65,212,380"
9-Aug-19,"21,872.31","22,075.69","21,629.36","21,767.69",-104.09,"76,410,570"
8-Aug-19,"22,170.65","22,170.65","21,677.88","21,871.78",-302.81,"109,097,620"
7-Aug-19,"22,594.49","22,603.37","22,173.54","22,174.59",-431.08,"65,294,790"
6-Aug-19,"22,731.88","22,802.07","22,574.05","22,605.67",-133.08,"54,322,450"
5-Aug-19,"22,936.94","22,938.45","22,618.03","22,738.75",-237.58,"52,009,690"
2-Aug-19,"23,048.09","23,081.74","22,850.50","22,976.33",-73.03,"46,453,830"
1-Aug-19,"23,170.18","23,180.57","23,030.70","23,049.36",-69.45,"70,658,330"
31-Jul-19,"23,041.29","23,127.07","22,882.23","23,118.81",86.02,"70,223,630"
30-Jul-19,"23,187.03","23,217.37","22,986.47","23,032.79",-162.04,"51,288,820"
29-Jul-19,"23,415.68","23,429.71","23,183.34","23,194.83",-214.64,"45,785,030"
26-Jul-19,"23,745.03","23,747.72","23,350.72","23,409.47",-338.15,"86,567,720"
25-Jul-19,"23,740.37","23,751.92","23,546.00","23,747.62",57.91,"63,516,620"
24-Jul-19,"23,902.18","23,969.05","23,671.17","23,689.71",-206.77,"84,383,010"
23-Jul-19,"23,892.32","23,970.68","23,755.18","23,896.48",17.8,"97,118,100"
22-Jul-19,"23,897.73","23,943.67","23,776.34","23,878.68",62.92,"44,702,350"
19-Jul-19,"23,729.01","23,880.61","23,502.59","23,815.76",48.75,"121,556,220"
18-Jul-19,"24,209.21","24,256.57","23,709.24","23,767.01",-459.71,"87,413,250"
17-Jul-19,"24,210.64","24,445.09","24,152.96","24,226.72",27.07,"111,558,550"
16-Jul-19,"24,210.74","24,294.65","24,006.33","24,199.65",-32.14,"138,726,280"
15-Jul-19,"24,637.57","24,638.14","24,192.66","24,231.79",-420.38,"69,191,850"
12-Jul-19,"24,764.87","24,834.40","24,600.58","24,652.17",-123.74,"55,509,750"
11-Jul-19,"24,828.76","24,854.66","24,701.84","24,775.91",-19.31,"39,486,850"
10-Jul-19,"24,831.00","24,867.75","24,774.47","24,795.22",-10.67,"40,611,860"
9-Jul-19,"24,741.12","24,913.69","24,687.72","24,805.89",69.27,"60,158,610"
8-Jul-19,"25,031.35","25,053.20","24,710.44","24,736.62",-296.16,"59,555,500"
5-Jul-19,"25,190.98","25,196.55","24,961.82","25,032.78",-183.43,"51,245,030"
4-Jul-19,"25,542.22","25,618.92","25,153.97","25,216.21",-199.6,"111,859,060"
3-Jul-19,"25,106.47","25,445.21","25,106.47","25,415.81",305.85,"130,429,940"
2-Jul-19,"25,000.73","25,129.47","24,962.88","25,109.96",114.18,"91,162,130"
1-Jul-19,"25,029.88","25,102.61","24,903.48","24,995.78",9.73,"48,046,080"
28-Jun-19,"24,878.29","24,986.05","24,672.57","24,986.05",109.5,"213,909,570"
27-Jun-19,"25,094.27","25,182.24","24,761.52","24,876.55",-212.48,"135,021,810"
26-Jun-19,"25,103.63","25,140.47","24,665.62","25,089.03",32.15,"159,680,070"
25-Jun-19,"25,249.33","25,268.96","24,921.05","25,056.88",-218.93,"144,060,020"
24-Jun-19,"25,638.53","25,661.03","25,143.21","25,275.81",-346.89,"78,764,150"
21-Jun-19,"25,596.82","25,637.41","25,566.22","25,622.70",101.94,"129,305,810"
20-Jun-19,"25,400.77","25,563.46","25,368.68","25,520.76",160.2,"163,028,690"
19-Jun-19,"25,368.57","25,448.68","25,214.38","25,360.56",0.57,"99,345,760"
18-Jun-19,"25,657.92","25,669.71","25,282.40","25,359.99",-297.53,"104,130,390"
17-Jun-19,"25,964.02","25,964.02","25,581.96","25,657.52",-282.22,"128,136,310"
14-Jun-19,"25,871.37","25,964.11","25,775.44","25,939.74",103.58,"167,876,970"
13-Jun-19,"25,598.33","25,858.93","25,595.46","25,836.16",238.86,"154,324,990"
12-Jun-19,"25,432.56","25,729.93","25,358.81","25,597.30",154.36,"150,978,350"
11-Jun-19,"25,277.78","25,504.13","25,175.85","25,442.94",92.32,"116,931,860"
10-Jun-19,"25,882.97","25,882.97","25,274.16","25,350.62",-542.14,"91,736,350"
3-Jun-19,"26,159.25","26,159.25","25,844.81","25,892.76",-262.73,"124,639,640"
30-May-19,"26,107.15","26,370.38","25,893.43","26,155.49",58.47,"199,132,870"
29-May-19,"25,651.89","26,111.37","25,651.89","26,097.02",518.12,"182,477,040"
28-May-19,"25,946.95","25,955.98","25,475.26","25,578.90",-354.53,"152,298,030"
27-May-19,"26,062.78","26,096.03","25,864.71","25,933.43",-73.93,"125,221,420"
24-May-19,"26,017.64","26,042.22","25,875.68","26,007.36",17.57,"142,026,680"
23-May-19,"25,777.33","26,027.00","25,542.18","25,989.79",460.69,"227,706,050"
22-May-19,"24,910.01","25,548.77","24,910.01","25,529.10",711.71,"203,498,120"
21-May-19,"24,688.68","24,890.49","24,441.83","24,817.39",145.15,"153,526,600"
20-May-19,"24,534.87","24,725.49","24,032.13","24,672.24",89.77,"165,485,500"
17-May-19,"25,056.27","25,056.27","24,347.58","24,582.47",-494.97,"90,373,270"
16-May-19,"25,338.34","25,365.79","24,773.25","25,077.44",-207.96,"108,579,170"
15-May-19,"25,100.62","25,319.16","25,083.93","25,285.40",275.76,"110,886,460"
14-May-19,"25,089.16","25,144.64","24,883.72","25,009.64",-31.43,"105,706,680"
13-May-19,"25,786.55","25,972.90","24,962.38","25,041.07",-652,"121,210,860"
10-May-19,"25,713.48","25,773.86","25,642.63","25,693.07",-51.36,"39,286,090"
9-May-19,"25,858.59","25,989.43","25,690.45","25,744.43",-120.5,"78,099,340"
8-May-19,"26,302.73","26,315.82","25,783.00","25,864.93",-416.24,"113,235,730"
7-May-19,"26,230.84","26,340.70","26,172.49","26,281.17",48.85,"65,363,330"
6-May-19,"26,538.99","26,584.34","26,212.52","26,232.32",-305.47,"71,418,110"
3-May-19,"26,826.89","26,826.89","26,502.24","26,537.79",-289.34,"64,335,470"
2-May-19,"27,013.01","27,013.01","26,788.70","26,827.13",-187.08,"67,915,110"
30-Apr-19,"27,073.57","27,084.88","26,895.02","27,014.20",-62.44,"110,648,240"
29-Apr-19,"27,105.45","27,272.80","26,955.01","27,076.64",-21.53,"177,455,410"
26-Apr-19,"26,761.66","27,107.67","26,746.95","27,098.17",348.22,"143,894,800"
25-Apr-19,"26,660.71","26,908.90","26,602.28","26,749.95",96.49,"106,814,590"
24-Apr-19,"26,614.00","26,792.11","26,583.58","26,653.46",20.56,"115,987,630"
23-Apr-19,"26,968.17","26,981.18","26,488.33","26,632.90",-334.69,"119,605,080"
22-Apr-19,"27,255.75","27,344.93","26,904.91","26,967.59",-261.62,"125,964,210"
19-Apr-19,"26,973.44","27,438.06","26,937.96","27,229.21",324.64,"177,355,570"
18-Apr-19,"26,877.46","26,983.42","26,677.01","26,904.57",27.37,"216,247,640"
17-Apr-19,"27,391.49","27,412.38","26,826.51","26,877.20",-509.96,"172,862,800"
16-Apr-19,"27,502.42","27,555.07","27,332.79","27,387.16",-110.48,"139,977,140"
15-Apr-19,"27,412.61","27,601.24","27,356.00","27,497.64",92.3,"172,006,950"
12-Apr-19,"27,070.97","27,459.86","27,034.16","27,405.34",335.02,"189,356,560"
11-Apr-19,"26,914.29","27,156.20","26,898.64","27,070.32",140.43,"143,798,400"
10-Apr-19,"27,251.79","27,262.62","26,862.83","26,929.89",-307.15,"141,177,960"
9-Apr-19,"27,103.37","27,287.64","26,898.89","27,237.04",126.54,"160,484,650"
8-Apr-19,"27,541.80","27,542.01","26,984.34","27,110.50",-396.12,"106,972,800"
5-Apr-19,"27,430.73","27,554.35","27,218.80","27,506.62",77.62,"101,739,920"
4-Apr-19,"27,826.22","27,829.08","27,310.43","27,429.00",-381.4,"127,962,080"
3-Apr-19,"27,788.40","27,848.47","27,609.51","27,810.40",36.33,"153,268,570"
2-Apr-19,"28,049.64","28,124.07","27,722.10","27,774.07",-241.08,"144,559,410"
1-Apr-19,"28,262.03","28,262.03","27,957.37","28,015.15",-264.17,"65,857,010"
29-Mar-19,"28,171.85","28,295.88","28,152.93","28,279.32",112.12,"137,733,830"
28-Mar-19,"28,399.75","28,414.11","28,050.98","28,167.19",-241.55,"132,150,700"
27-Mar-19,"28,109.06","28,462.49","28,097.70","28,408.74",347.05,"228,670,200"
26-Mar-19,"27,932.48","28,148.70","27,865.63","28,061.69",148.72,"86,389,470"
25-Mar-19,"28,189.15","28,189.15","27,834.33","27,912.97",-284.62,"56,474,750"
22-Mar-19,"28,149.87","28,380.68","28,081.93","28,197.59",96.55,"84,640,460"
21-Mar-19,"28,256.60","28,304.99","28,021.90","28,101.04",-145.3,"81,350,490"
20-Mar-19,"28,311.07","28,328.98","28,086.71","28,246.34",-67.98,"83,084,330"
19-Mar-19,"28,419.76","28,512.76","28,283.94","28,314.32",-84.46,"70,809,410"
18-Mar-19,"28,199.73","28,422.71","27,978.07","28,398.78",224.78,"99,535,840"
15-Mar-19,"28,430.81","28,464.85","28,107.20","28,174.00",-263.39,"129,470,630"
14-Mar-19,"28,536.91","28,568.68","28,332.05","28,437.39",-89.71,"85,867,430"
13-Mar-19,"28,508.90","28,608.51","28,452.54","28,527.10",14.58,"93,538,720"
12-Mar-19,"28,510.21","28,568.15","28,352.80","28,512.52",4.01,"89,732,070"
11-Mar-19,"28,539.52","28,627.72","28,424.49","28,508.51",-11.69,"67,742,960"
8-Mar-19,"28,664.84","28,675.60","28,471.66","28,520.20",-137.27,"73,984,760"
7-Mar-19,"28,857.98","28,966.81","28,611.63","28,657.46",-182.29,"83,156,370"
6-Mar-19,"28,969.95","29,058.27","28,803.77","28,839.75",-129.42,"81,422,480"
5-Mar-19,"29,015.38","29,127.17","28,893.38","28,969.17",-12.12,"163,863,070"
4-Mar-19,"28,849.95","29,034.77","28,819.64","28,981.29",129.29,"168,446,060"
1-Mar-19,"28,540.35","28,944.30","28,540.35","28,852.00",345.35,"137,196,020"
28-Feb-19,"28,257.45","28,556.61","28,113.25","28,506.64",261.23,"159,385,200"
27-Feb-19,"28,226.84","28,324.86","27,446.22","28,245.41",-96.82,"273,685,230"
26-Feb-19,"28,776.21","28,776.21","28,277.43","28,342.23",-450.01,"161,891,270"
25-Feb-19,"29,017.71","29,054.26","28,760.69","28,792.24",-224.54,"68,072,630"
22-Feb-19,"28,981.91","29,052.26","28,906.91","29,016.78",-2.9,"98,734,090"
21-Feb-19,"29,124.91","29,189.51","28,922.87","29,019.68",-83.85,"102,625,750"
20-Feb-19,"28,945.85","29,140.73","28,798.87","29,103.53",146.97,"132,089,330"
19-Feb-19,"29,199.68","29,242.38","28,938.13","28,956.56",-233.01,"94,392,770"
18-Feb-19,"29,420.74","29,449.30","29,053.29","29,189.57",-141.65,"98,841,360"
15-Feb-19,"29,382.26","29,408.93","29,257.35","29,331.21",6.33,"93,001,390"
14-Feb-19,"29,374.51","29,394.79","29,254.20","29,324.88",-50.49,"123,619,400"
13-Feb-19,"29,471.42","29,540.53","29,342.53","29,375.37",-32.75,"160,241,810"
12-Feb-19,"29,313.58","29,486.04","29,201.34","29,408.12",108.87,"165,074,880"
11-Feb-19,"29,715.64","29,745.44","29,165.18","29,299.25",-353.55,"134,413,960"
8-Feb-19,"29,910.16","29,966.21","29,600.22","29,652.80",-255.77,"169,100,460"
7-Feb-19,"30,058.27","30,111.79","29,893.62","29,908.57",-138.3,"137,668,780"
6-Feb-19,"30,126.26","30,206.63","29,997.91","30,046.87",-60.93,"205,164,000"
4-Feb-19,"29,847.17","30,111.71","29,847.17","30,107.80",281.81,"254,108,750"
1-Feb-19,"29,668.03","29,874.05","29,664.13","29,825.99",162.57,"228,920,690"
31-Jan-19,"29,653.67","29,738.74","29,602.85","29,663.42",32.14,"239,527,010"
30-Jan-19,"29,602.47","29,748.89","29,552.89","29,631.28",29.32,"125,007,130"
29-Jan-19,"29,462.83","29,628.04","29,312.98","29,601.97",139.14,"154,732,000"
28-Jan-19,"29,375.36","29,501.83","29,373.07","29,462.82",95.15,"126,006,310"
25-Jan-19,"29,461.24","29,488.41","29,364.06","29,367.67",-86.26,"156,117,020"
24-Jan-19,"29,384.27","29,645.07","29,384.27","29,453.93",112.59,"245,866,070"
23-Jan-19,"29,289.36","29,415.72","29,238.40","29,341.34",102.94,"178,989,699"
22-Jan-19,"29,093.66","29,263.29","29,028.95","29,238.40",159.54,"136,802,450"
21-Jan-19,"28,940.28","29,232.08","28,940.28","29,078.86",161.03,"124,490,620"
18-Jan-19,"28,865.66","29,001.72","28,791.67","28,917.83",52.01,"155,001,150"
17-Jan-19,"28,821.84","28,888.48","28,597.09","28,865.82",46.65,"104,483,730"
16-Jan-19,"29,003.99","29,011.74","28,785.72","28,819.17",-187.55,"92,773,020"
15-Jan-19,"28,957.75","29,128.49","28,913.41","29,006.72",63.35,"122,244,370"
14-Jan-19,"28,788.88","29,003.39","28,772.59","28,943.37",204.41,"115,326,650"
11-Jan-19,"28,842.27","28,903.78","28,576.15","28,738.96",-89.58,"123,577,160"
10-Jan-19,"28,709.42","28,828.54","28,684.57","28,828.54",189.98,"112,051,470"
9-Jan-19,"28,876.65","28,911.73","28,524.71","28,638.56",-137.52,"133,847,190"
8-Jan-19,"28,566.23","28,851.76","28,559.50","28,776.08",246.96,"166,790,720"
7-Jan-19,"28,039.89","28,605.14","28,039.89","28,529.12",529.08,"157,103,550"
4-Jan-19,"28,031.44","28,208.77","27,923.28","28,000.04",-13.6,"64,429,490"
3-Jan-19,"28,413.17","28,478.09","27,942.38","28,013.64",-385.7,"67,958,250"
2-Jan-19,"28,644.86","28,805.52","28,351.12","28,399.34",-230.98,"133,646,620"
1-Jan-19,"28,038.73","28,653.38","28,032.55","28,630.31",586.93,"96,662,990"
31-Dec-18,"27,945.49","28,134.46","27,746.77","28,043.38",42.08,"226,060,560"
28-Dec-18,"27,932.29","28,064.19","27,655.33","28,001.30",-357.12,"174,440,694"
27-Dec-18,"28,619.61","28,670.11","28,219.53","28,358.42",-151.37,"103,728,020"
26-Dec-18,"28,486.31","28,537.71","28,402.94","28,509.79",29.6,"88,568,450"
24-Dec-18,"28,373.30","28,495.56","28,268.29","28,480.19",96.09,"74,655,520"
21-Dec-18,"28,284.29","28,433.62","28,053.31","28,384.10",95.11,"130,398,810"
20-Dec-18,"28,102.16","28,362.94","28,098.87","28,288.99",185.22,"136,687,600"
19-Dec-18,"28,124.54","28,158.67","27,953.56","28,103.77",-73.87,"101,040,340"
18-Dec-18,"28,144.47","28,204.16","27,976.82","28,177.64",-4.83,"90,623,370"
17-Dec-18,"28,322.21","28,355.35","28,117.31","28,182.47",-144.49,"66,826,640"
14-Dec-18,"28,058.70","28,351.75","28,047.81","28,326.96",307.2,"98,522,230"
13-Dec-18,"28,199.29","28,288.93","27,796.43","28,019.76",-164.22,"84,248,500"
12-Dec-18,"28,507.43","28,537.86","28,015.11","28,183.98",-367.61,"145,627,760"
11-Dec-18,"28,822.80","28,822.80","28,509.71","28,551.59",-241.52,"124,011,380"
10-Dec-18,"28,507.38","28,860.48","28,507.38","28,793.11",461.61,"154,173,040"
7-Dec-18,"28,179.56","28,395.58","27,834.65","28,331.50",154.51,"128,530,450"
6-Dec-18,"28,734.34","28,779.71","28,156.66","28,176.99",-501.84,"189,763,050"
5-Dec-18,"28,831.76","28,831.76","28,218.99","28,678.83",-188.22,"138,104,150"
4-Dec-18,"28,369.94","28,893.22","28,369.86","28,867.05",368.71,"195,852,700"
3-Dec-18,"29,347.55","29,349.12","28,430.88","28,498.33",-883.36,"164,373,110"
30-Nov-18,"29,341.25","29,525.61","29,181.39","29,381.69",29.97,"270,791,530"
29-Nov-18,"29,367.76","29,407.50","29,193.10","29,351.72",-18.81,"97,420,160"
28-Nov-18,"29,487.61","29,559.40","29,269.29","29,370.53",-71.82,"124,112,820"
27-Nov-18,"29,476.66","29,518.47","29,219.57","29,442.35",5.28,"132,327,750"
26-Nov-18,"29,501.21","29,633.70","29,346.65","29,437.06",-63.66,"135,319,740"
23-Nov-18,"29,532.37","29,567.50","29,351.75","29,500.72",-45.44,"123,569,390"
22-Nov-18,"29,901.27","29,901.27","29,474.91","29,546.16",-382.41,"160,197,740"
20-Nov-18,"29,869.48","29,970.24","29,693.64","29,928.57",75.52,"167,325,940"
19-Nov-18,"30,044.27","30,044.27","29,793.96","29,853.05",-166.9,"176,441,540"
16-Nov-18,"29,905.51","30,071.62","29,865.58","30,019.95",174.85,"201,540,690"
15-Nov-18,"29,713.38","29,984.95","29,692.32","29,845.10",141.66,"254,905,780"
14-Nov-18,"29,713.17","29,900.20","29,645.11","29,703.44",-148.16,"255,170,746"
13-Nov-18,"29,821.85","29,869.38","29,629.32","29,851.59",35.04,"177,169,377"
12-Nov-18,"29,946.33","30,051.02","29,795.75","29,816.55",-118.71,"178,021,176"
9-Nov-18,"29,889.85","30,015.94","29,819.19","29,935.26",26.91,"219,604,910"
8-Nov-18,"30,074.07","30,084.54","29,877.47","29,908.35",-114.61,"224,675,150"
7-Nov-18,"29,947.65","30,129.22","29,900.05","30,022.96",261.5,"276,929,910"
6-Nov-18,"30,044.48","30,096.70","29,668.00","29,761.46",-298.31,"230,360,420"
5-Nov-18,"30,412.62","30,412.62","29,853.06","30,059.77",-403.73,"214,082,630"
2-Nov-18,"30,291.91","30,547.05","30,233.37","30,463.50",156.32,"292,381,520"
1-Nov-18,"30,201.02","30,320.54","30,114.35","30,307.18",87.08,"245,116,230"
31-Oct-18,"30,162.68","30,235.72","29,954.10","30,220.10",60.66,"285,217,550"
30-Oct-18,"30,285.82","30,322.28","30,009.87","30,159.44",-19.47,"327,806,250"
29-Oct-18,"29,667.81","30,229.48","29,667.81","30,178.91",511.1,"461,069,720"
26-Oct-18,"29,210.61","29,762.95","28,990.70","29,667.81",585.48,"368,349,510"
25-Oct-18,"29,116.28","29,346.94","28,875.37","29,082.33",156.61,"343,852,370"
24-Oct-18,"28,450.16","28,984.25","28,450.16","28,925.72",935,"333,641,720"
23-Oct-18,"28,377.95","28,404.19","27,818.61","27,990.72",-387.23,"223,937,790"
22-Oct-18,"28,468.32","28,659.26","28,337.96","28,377.95",-44.76,"235,357,930"
19-Oct-18,"28,158.48","28,455.44","28,046.59","28,422.71",292.94,"231,245,710"
18-Oct-18,"27,929.23","28,193.72","27,759.18","28,129.77",275.04,"223,400,840"
17-Oct-18,"27,333.39","27,913.22","27,333.36","27,854.73",534.95,"194,167,150"
16-Oct-18,"27,341.39","27,676.73","27,262.23","27,319.78",-5.54,"181,729,720"
15-Oct-18,"27,757.50","27,801.58","27,045.39","27,325.32",-442.13,"165,515,080"
12-Oct-18,"28,264.25","28,265.03","27,667.13","27,767.45",-450.57,"135,415,020"
11-Oct-18,"28,374.84","28,374.84","28,148.52","28,218.02",-166.72,"134,604,420"
10-Oct-18,"28,312.75","28,395.47","27,900.30","28,384.74",85.4,"199,322,900"
9-Oct-18,"27,984.60","28,576.64","27,984.60","28,299.34",356.24,"225,117,790"
8-Oct-18,"28,784.71","28,831.14","27,878.94","27,943.10",-852.89,"186,005,070"
5-Oct-18,"29,398.90","29,433.78","28,746.52","28,795.99",-602.89,"154,094,960"
4-Oct-18,"29,704.61","29,724.45","29,365.51","29,398.88",-293.33,"110,529,780"
3-Oct-18,"29,782.09","29,793.69","29,618.51","29,692.21",-84.65,"89,991,490"
2-Oct-18,"29,950.61","30,084.10","29,754.65","29,776.86",-144.13,"106,509,490"
1-Oct-18,"29,937.36","30,022.85","29,804.99","29,920.99",-23.48,"106,259,830"
28-Sep-18,"29,777.53","29,944.47","29,586.15","29,944.47",173.65,"145,910,280"
27-Sep-18,"29,779.15","29,829.47","29,480.75","29,770.82",-13.53,"149,352,810"
26-Sep-18,"29,869.97","29,912.83","29,693.88","29,784.35",-72.07,"126,442,390"
25-Sep-18,"29,949.50","30,045.06","29,816.08","29,856.42",-81.49,"101,660,860"
24-Sep-18,"30,135.00","30,198.18","29,884.26","29,937.91",-146.86,"98,621,450"
19-Sep-18,"30,108.92","30,165.95","30,011.80","30,084.77",8.13,"158,719,790"
18-Sep-18,"29,697.91","30,087.89","29,645.67","30,076.64",389.68,"166,519,340"
17-Sep-18,"29,973.31","29,987.52","29,548.16","29,686.96",-278.86,"145,200,280"
14-Sep-18,"30,081.95","30,161.13","29,927.71","29,965.82",-72.47,"156,759,720"
13-Sep-18,"29,645.65","30,097.92","29,557.83","30,038.29",383.66,"148,992,090"
12-Sep-18,"29,861.36","29,899.53","29,598.37","29,654.63",-194.33,"136,979,740"
11-Sep-18,"29,802.94","29,929.72","29,723.74","29,848.96",75.79,"139,508,420"
10-Sep-18,"29,981.71","30,018.76","29,570.74","29,773.17",-205.15,"112,552,350"
7-Sep-18,"30,316.92","30,364.25","29,978.32","29,978.32",-310.34,"120,864,360"
6-Sep-18,"30,575.54","30,618.73","30,262.28","30,288.66",-290.81,"159,678,610"
5-Sep-18,"30,673.77","30,700.12","30,530.88","30,579.47",-86.98,"126,931,590"
